time_hour,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
16,0,Medium,Medium,Low,High,35.981069780153966,Medium
9,2,Low,High,Medium,Low,51.499626298103344,Medium
5,4,Medium,Medium,High,Low,45.450510954478496,Medium
17,1,Low,Medium,Low,High,59.76968808372331,Medium
12,3,Medium,Medium,Medium,Low,38.1339908255043,Medium
2,1,Low,Medium,Medium,Low,60.63555868529495,Medium
23,2,Low,Low,High,Low,57.40108639128568,Medium
9,3,High,High,High,Low,42.978550097168174,Medium
13,0,Low,Medium,High,Low,28.81064006040528,Low
5,2,Low,Low,Low,Medium,42.816724596657735,Medium
2,3,Low,High,Low,Medium,86.47829144780951,High
15,3,Low,High,Medium,Medium,56.45484846539867,Medium
6,1,Medium,Medium,Low,Medium,33.6481114375451,Medium
19,1,Low,Low,Medium,High,63.679056695449965,Medium
13,2,Low,High,Low,Low,34.45441839267674,Medium
8,0,Low,Medium,Medium,High,61.53785300140298,Medium
14,1,Low,Medium,High,Low,42.10703496223073,Medium
20,4,Low,High,Low,Low,78.42951717822802,High
2,1,Medium,Low,High,Low,30.815572822790084,Medium
1,3,Low,Low,Low,Low,46.21916281249309,Medium
1,5,Low,Medium,Low,High,100.0,High
2,2,High,Low,Medium,Low,34.1036868905208,Medium
17,2,High,Medium,High,Low,18.66066345212566,Low
13,1,Low,Low,Medium,Medium,32.701326801402004,Medium
19,3,Low,Low,Medium,Low,43.56530428792604,Medium
17,1,Medium,Low,Low,High,39.973666194538325,Medium
9,2,Medium,Low,Low,High,31.121463132449392,Medium
1,2,High,Low,Low,Low,34.44868499638452,Medium
21,1,Low,Low,Low,Low,26.84833170932322,Low
0,4,Medium,Low,High,Low,52.24416337025716,Medium
3,2,High,Medium,High,Low,56.33104518378294,Medium
13,1,Medium,High,Low,Low,19.422315620006458,Low
0,2,Low,Low,Medium,Low,48.9405697945243,Medium
13,0,Low,Medium,Medium,Medium,35.323548187311566,Medium
15,0,Low,Low,Low,Low,19.367587367149078,Low
21,1,Low,Low,Medium,Low,32.65210345964609,Medium
13,0,High,High,Medium,Low,14.583468187695498,Low
19,2,Low,Low,Medium,Medium,58.3029160347754,Medium
2,4,Low,Low,Low,Low,45.599834510687806,Medium
2,2,High,Low,High,Low,41.21790146975596,Medium
8,5,Medium,High,Medium,Low,51.307128817349586,Medium
5,4,Low,Low,Low,Low,50.96364898604647,Medium
12,4,Low,Medium,Low,Low,43.7619956216372,Medium
20,2,Low,Low,High,High,65.2222288515903,Medium
1,3,Low,Low,Medium,Medium,62.04760639940391,Medium
7,3,High,Medium,Medium,Medium,43.82677590429546,Medium
20,2,Low,Low,Low,High,61.05182430941666,Medium
1,3,Medium,Medium,Low,Medium,64.02879376463586,Medium
3,2,Low,Medium,Medium,Medium,68.85592719234774,Medium
14,1,High,Low,Low,Low,1.0839745162067909,Low
3,2,Medium,Low,Medium,Medium,55.56501266143961,Medium
12,1,High,Medium,Low,Low,1.6709474831483417,Low
11,1,Low,Low,Low,Low,20.62449841134793,Low
12,6,High,Low,Low,Low,20.71753164986179,Low
13,2,High,Low,Medium,Medium,34.557859509108624,Medium
19,1,Medium,Medium,High,Low,35.269110750271594,Medium
17,2,Low,High,High,Medium,60.47615605589403,Medium
5,1,Low,Medium,High,Medium,49.94687873107779,Medium
10,2,Low,Low,Medium,Low,29.2418510887529,Low
1,4,Low,Medium,Low,Low,66.76098483922591,Medium
22,1,Medium,Low,Medium,Low,36.02713943209584,Medium
18,1,Medium,Low,Low,Low,13.901475632099288,Low
18,4,Medium,Medium,High,Medium,60.218016578831765,Medium
4,4,Low,Medium,High,Medium,96.6887531697628,High
18,2,Low,Medium,Medium,Low,19.529214945739238,Low
1,3,Low,Low,Low,High,81.74540671352116,High
9,3,Medium,High,High,High,62.44808027241642,Medium
1,3,Medium,High,High,Low,69.83257928261719,Medium
10,1,Low,Low,Medium,Medium,23.70739375352893,Low
17,1,Medium,Low,Low,Low,12.320771624154409,Low
23,0,Medium,Low,Medium,Medium,53.41920218175139,Medium
14,0,High,Low,Low,Low,0.0,Low
8,2,Low,High,Medium,Medium,59.05368555355085,Medium
22,2,Medium,Low,Medium,Low,50.31208733899575,Medium
18,3,Low,Medium,High,High,86.53094092969668,High
8,3,Low,Medium,Low,Low,46.117859349214825,Medium
2,3,Medium,Medium,Medium,Low,58.232949670996874,Medium
20,2,Medium,Low,Low,Low,33.68367213424769,Medium
8,2,Low,High,Medium,Medium,51.20653163374856,Medium
13,1,Low,Low,High,Medium,34.894422734346406,Medium
18,1,Medium,Medium,Medium,High,53.61427363923,Medium
6,3,Low,Medium,Medium,High,82.1639496144298,High
15,6,Medium,Low,Low,Medium,49.04916700391013,Medium
15,0,High,High,Medium,Low,20.493671249184967,Low
0,2,Medium,Low,Low,Low,42.58576971124015,Medium
3,2,Medium,Medium,Medium,High,67.89016916713118,Medium
3,2,Medium,Medium,Low,High,79.08784875485986,High
6,1,High,Medium,High,Low,25.209763165509237,Low
7,2,Medium,Low,Low,Medium,28.533115839358484,Low
16,2,Low,Medium,Low,Medium,42.330816921225086,Medium
4,2,Low,Medium,Medium,Medium,71.46389835232699,High
6,1,High,Low,High,High,47.278997993716494,Medium
19,2,Low,Medium,High,Low,54.55619259766126,Medium
19,0,Medium,Medium,High,High,56.9921146224678,Medium
3,2,High,Medium,Low,Low,38.50572991581817,Medium
5,2,Medium,Low,Low,Low,22.00658762870548,Low
6,3,Low,Low,High,Low,51.524152584944034,Medium
17,0,Low,Low,High,Medium,27.872450279447705,Low
4,1,Low,Low,Medium,Medium,69.53819518472032,Medium
19,2,Low,High,Low,Medium,61.06952388867489,Medium
2,5,High,Low,Low,Medium,62.373283628137045,Medium
6,2,Medium,Low,High,Medium,47.127113809152064,Medium
21,3,Medium,Medium,Low,Low,40.84255468414927,Medium
13,3,Medium,Low,Medium,High,50.89793545800666,Medium
6,0,Low,Low,High,Low,28.590356695641557,Low
4,2,Low,Medium,Medium,Medium,80.4941376996569,High
21,1,Low,Medium,Low,Low,22.370424158321505,Low
4,1,Medium,Medium,Low,Low,35.54202345715962,Medium
22,2,Medium,Medium,Low,Low,40.04957449118983,Medium
1,2,Medium,Low,Medium,High,68.56920936569462,Medium
20,2,Medium,High,Medium,Low,52.35729579151892,Medium
21,1,High,Low,Low,Low,8.904801197848114,Low
5,3,Low,Low,Low,Medium,54.43516232552075,Medium
14,6,Medium,Low,Low,Low,33.286375897471125,Medium
20,1,Low,Low,High,High,61.29713265327187,Medium
9,4,Medium,Low,High,High,48.27538487011685,Medium
22,1,Low,Medium,Medium,Medium,52.649137301581916,Medium
23,2,Medium,Medium,High,Low,60.99252498798705,Medium
6,0,Low,Low,Medium,Low,28.720831058404936,Low
4,3,Low,Medium,High,Low,67.03397656751503,Medium
0,1,High,Medium,Medium,Low,35.94701611841632,Medium
12,1,Low,Low,High,Low,18.898620347170123,Low
20,1,Low,Low,Low,High,58.96790844364574,Medium
17,1,Medium,Low,Medium,Medium,29.338123283556833,Low
12,0,Medium,Low,High,Low,2.627981167228781,Low
20,3,Medium,Medium,Low,Low,39.55033709436744,Medium
20,0,Medium,Low,Low,Medium,21.818987799173208,Low
17,0,Low,Low,Low,Low,9.451424418725964,Low
4,4,Low,Low,Low,High,85.63315450536439,High
12,3,High,Medium,Low,Low,26.45514746920857,Low
3,3,Low,Low,Medium,High,87.04563652297814,High
16,1,High,Medium,Low,Medium,17.092894342659378,Low
2,1,Low,Low,Low,High,70.5032116244455,High
16,3,Medium,Medium,High,Low,39.92278312314651,Medium
10,0,High,High,Medium,Low,7.752554574691937,Low
20,3,Medium,Low,Low,Medium,43.34970220496295,Medium
19,3,Medium,Medium,Medium,High,69.61376639296478,Medium
22,2,Medium,Medium,Medium,Medium,65.2594471955041,Medium
20,1,Medium,Medium,High,Medium,47.725415195639734,Medium
3,4,Medium,Medium,Low,Low,59.19721027836481,Medium
1,2,Low,Low,High,Low,50.702125098708215,Medium
19,3,Medium,Low,High,Low,36.96168984274926,Medium
15,2,Low,High,High,Medium,59.766445140525065,Medium
17,3,Low,Low,Low,Low,38.74257353131454,Medium
7,0,Medium,High,Low,Low,17.877052538452613,Low
2,5,Low,Medium,Low,Medium,93.06751867794208,High
8,3,High,Low,Low,High,54.04776147127513,Medium
19,2,High,Medium,Low,Medium,43.51043364090569,Medium
5,4,High,Medium,Low,Medium,52.62403177686902,Medium
9,1,Medium,Low,Medium,High,34.07664340123479,Medium
20,2,Medium,Low,Low,Low,16.601596187628324,Low
9,1,Low,Medium,Low,Low,11.050769715878218,Low
12,2,Medium,High,High,Medium,56.30818182237332,Medium
16,0,Low,Medium,Low,Low,20.74517099230736,Low
8,1,Low,Low,Medium,Low,18.602593728331286,Low
16,2,Medium,Low,Medium,Low,14.450341300823844,Low
23,2,Low,High,High,Medium,79.99752229886934,High
8,2,Low,Low,High,Low,32.973516798836805,Medium
8,3,Medium,Medium,Medium,Low,26.388284762037053,Low
0,1,Low,Low,High,Low,47.42180646998245,Medium
1,2,Low,Low,Medium,Low,44.3393632604814,Medium
15,1,Low,Low,Medium,High,44.38693554724994,Medium
0,3,Medium,Low,Low,High,78.58842043108933,High
9,1,Medium,Medium,Medium,High,54.67527697693321,Medium
17,1,Medium,Low,Medium,High,32.576283727546944,Medium
7,2,Low,Low,Medium,Low,29.566133118957655,Low
20,1,Medium,Low,Medium,High,47.560621202082466,Medium
10,4,Medium,High,Low,Low,37.0085305101932,Medium
22,1,Low,Medium,Low,Medium,71.20543224264743,High
1,1,Medium,Low,Medium,Low,33.28308221996988,Medium
7,1,Medium,Low,Low,High,34.233417112977584,Medium
21,1,Medium,Medium,Low,Low,16.15061002987688,Low
7,2,Medium,High,Medium,Low,29.972380595341633,Low
16,3,Low,Low,High,High,62.24664781977978,Medium
14,3,Medium,Low,Low,Medium,35.75460463460296,Medium
16,4,Medium,Medium,Medium,Medium,47.74674660351802,Medium
22,3,Medium,Medium,Low,Medium,73.34229365037892,High
23,0,Medium,Medium,Medium,Low,39.37696735436825,Medium
12,1,High,Low,Low,Medium,17.182463648691307,Low
18,1,High,Low,Medium,Low,9.215862835703309,Low
4,1,Medium,Low,High,High,70.20392569924171,High
11,3,Medium,Low,Low,Medium,37.363874270278686,Medium
0,3,Low,High,Medium,High,100.0,High
22,3,Medium,Low,Medium,Low,46.47072126447681,Medium
4,2,Medium,Medium,Low,Low,40.170676750144885,Medium
7,2,Low,Medium,Medium,Low,29.716652359097466,Low
12,3,Low,Low,Medium,Low,39.80246951838678,Medium
7,1,Low,High,Low,Low,34.799392548377526,Medium
22,3,Low,Medium,High,High,89.76496141472039,High
10,2,Low,High,High,Low,52.34534029544721,Medium
0,5,Low,Low,High,Medium,88.75225221223641,High
12,2,Medium,Low,Medium,Low,11.243815575876358,Low
18,2,Low,Low,Low,Low,32.713449430505534,Medium
23,1,Low,Low,High,Medium,71.55192259236192,High
2,2,High,Low,Low,High,66.53265069454604,Medium
23,4,Low,High,Medium,Low,79.9535132487876,High
16,1,High,Low,High,Low,11.041492943497506,Low
4,1,Medium,High,High,Low,41.99856259674176,Medium
19,1,Low,Low,Medium,High,66.49066333648094,Medium
20,3,Low,Medium,High,Medium,72.08601576732573,High
7,0,Low,Low,Medium,High,45.45343199894223,Medium
13,3,Low,Low,Medium,Low,33.32691191249505,Medium
3,0,Low,High,Medium,High,82.18833404044969,High
10,1,Low,Low,Low,High,40.30303682677739,Medium
19,0,Low,Medium,Medium,High,64.5569611302793,Medium
14,0,Medium,Medium,High,Low,7.99965023915971,Low
18,0,Low,High,Low,Medium,42.69014575960767,Medium
6,1,High,Medium,Medium,Medium,33.83054365510737,Medium
18,2,Low,Low,Medium,Medium,46.79646271655915,Medium
18,1,High,Medium,Medium,Low,4.441528255034944,Low
10,3,Low,Low,Medium,Medium,46.73784402697462,Medium
4,2,Medium,Low,High,High,75.44907894294836,High
4,4,Low,Low,Low,Medium,81.31642210800548,High
21,0,Medium,Low,Medium,Medium,32.533516404189896,Medium
7,3,Low,Low,High,Medium,46.119010925808155,Medium
9,4,Medium,High,Medium,Medium,53.64925000579055,Medium
5,1,Low,Medium,Low,Low,44.68145239906241,Medium
14,4,Medium,High,Medium,Low,43.777138616663294,Medium
15,2,Low,Low,High,Medium,43.835073375753616,Medium
16,0,Medium,Medium,Low,Low,3.8309714233554875,Low
7,1,Low,Low,Medium,Medium,27.723744111973932,Low
7,1,Low,Low,High,High,65.40370317059602,Medium
8,2,Medium,High,High,Medium,51.38067186199208,Medium
1,2,High,High,Medium,High,75.3947155426886,High
14,3,Medium,Low,High,Low,30.454040077732913,Medium
17,2,Medium,High,Low,Low,31.584246254031804,Medium
2,3,Medium,Medium,High,Low,51.50443624612821,Medium
16,1,Medium,High,Medium,High,52.49264599877169,Medium
3,1,Low,Medium,Medium,High,85.75146192731434,High
3,3,Low,High,Medium,Low,77.3526795331256,High
13,1,High,High,Low,Low,12.427385773507046,Low
8,3,Medium,Low,Low,Low,6.808241599574345,Low
8,1,Medium,Low,Low,Medium,22.476314415376986,Low
22,2,Medium,Low,Low,Medium,57.13963730063267,Medium
17,1,Low,Medium,Low,Medium,38.65045055017298,Medium
9,2,Low,Medium,High,High,66.16378709118754,Medium
20,4,Medium,Medium,Low,Medium,68.51954105467816,Medium
3,2,Low,Medium,Medium,Low,46.928672997262495,Medium
11,2,Low,Low,Medium,Low,30.34183951506117,Medium
7,3,Medium,Low,Low,High,52.700136171792956,Medium
1,3,High,Low,High,Medium,56.370140192065875,Medium
21,1,Low,Medium,High,Low,30.121518143402675,Medium
12,2,Medium,Low,Low,Low,16.547330347534576,Low
20,1,Low,Low,High,Medium,52.930588871484574,Medium
15,3,Low,Low,Medium,Low,40.52775876228448,Medium
1,3,High,Low,Low,Medium,49.61134120830894,Medium
10,1,Medium,Low,Medium,Medium,26.04725467292171,Low
9,3,Low,Low,Medium,Low,21.931722672188627,Low
14,1,Medium,High,Medium,Medium,45.33873219722363,Medium
16,2,Low,Low,Medium,Low,16.810830807660118,Low
7,3,Medium,High,Low,Low,33.77833472312743,Medium
17,3,Low,Low,High,Low,29.7554941255871,Low
22,3,High,High,High,Medium,79.02774667496874,High
8,0,Medium,Medium,Medium,Medium,25.868979986602884,Low
7,0,Low,Medium,Low,Low,16.63119763551818,Low
13,5,High,High,Medium,High,74.62792144483026,High
17,0,High,Medium,Medium,Low,7.192609303092367,Low
21,1,Low,High,High,Medium,75.43402095772464,High
19,0,High,Medium,High,Medium,40.83203027921093,Medium
19,3,High,Medium,High,Medium,51.89609063425697,Medium
20,1,Medium,Low,Medium,Low,18.370198176422633,Low
11,3,High,High,High,Low,43.082965649066416,Medium
18,1,Medium,Medium,Low,Low,7.575466305810847,Low
13,7,Medium,Low,Medium,Low,34.07313015690222,Medium
16,3,High,Medium,Low,High,40.87027173118935,Medium
23,2,Medium,High,High,Low,60.29737021695434,Medium
20,1,Medium,Medium,High,Low,27.381291016555526,Low
2,2,Low,High,Low,Low,59.104238423844144,Medium
22,2,High,Low,Medium,Medium,52.13482922980726,Medium
6,4,Medium,Low,High,Medium,62.631352040760525,Medium
16,1,Medium,Medium,Medium,Low,13.71050305319126,Low
11,5,Medium,Low,Medium,Low,40.73380442390269,Medium
8,1,Low,Low,Medium,Medium,27.892450362080346,Low
14,2,Low,Medium,Medium,Low,38.69641470380103,Medium
17,1,Medium,Low,High,Medium,26.494300308011272,Low
20,2,Medium,Low,Medium,High,63.733723857439806,Medium
12,2,High,Low,Low,Low,4.486918372201039,Low
20,0,Medium,Medium,Low,Low,15.828126425396853,Low
7,4,High,Low,Low,Low,22.656241662263874,Low
13,2,Low,Low,Medium,High,58.647918906512764,Medium
7,3,High,Medium,High,Medium,40.7518637284895,Medium
13,0,Low,Low,Medium,Low,17.251048589672692,Low
6,2,Medium,High,High,Low,47.20641995598204,Medium
22,1,Medium,Low,High,Medium,54.88366784165359,Medium
11,3,Low,High,Medium,Low,50.023040424208354,Medium
10,1,Low,Low,Medium,Low,11.56420021714418,Low
21,7,Low,High,Medium,Medium,87.01604952324348,High
21,2,Medium,Low,Low,Medium,30.224489416041862,Medium
10,0,Low,Low,Medium,Low,7.706545736406712,Low
21,3,High,Medium,Medium,Low,36.345060549405005,Medium
12,5,Low,Low,Medium,High,79.86531542284779,High
17,1,High,Medium,Medium,Low,11.598724515292178,Low
1,1,Low,Low,Low,Medium,53.87343430434017,Medium
20,1,Low,Medium,Medium,Medium,52.28977404922303,Medium
14,2,Low,High,Medium,Low,44.3527604290514,Medium
19,1,High,High,Low,Medium,37.284554971417464,Medium
17,4,Medium,Low,Medium,Low,19.568115751244456,Low
14,2,Low,Low,Low,Medium,45.11425272138854,Medium
18,3,Low,High,High,Medium,69.48528366242083,Medium
22,2,Low,High,Low,High,88.78927454017509,High
23,0,Medium,Low,Medium,Medium,40.147470858854795,Medium
11,1,Low,Medium,Medium,Low,24.665235969156193,Low
12,5,Medium,Low,Low,Low,22.166535100299868,Low
21,4,Medium,High,Medium,Low,54.12037875825334,Medium
10,1,High,Low,Medium,High,35.13560778094283,Medium
4,3,Medium,Medium,Low,High,89.13257100852192,High
0,2,Low,Medium,Low,Low,55.63461440755155,Medium
23,3,High,High,Medium,Low,62.45250675049958,Medium
2,1,Low,Medium,Low,Low,47.251848768997014,Medium
21,1,Medium,Low,Medium,High,49.24784032706466,Medium
18,1,High,Medium,High,Low,16.96304462173922,Low
22,1,Low,High,Low,Medium,77.13672964326021,High
6,2,Low,Medium,Medium,Low,42.407099040008355,Medium
11,2,Low,Medium,Medium,Low,35.33350324245885,Medium
14,0,Low,Medium,Medium,Low,23.17010999488834,Low
4,1,Low,Low,Low,Low,40.85245881010825,Medium
14,0,Low,Medium,Medium,Low,27.177970311919896,Low
7,2,Low,Low,Low,Low,22.25263994977458,Low
9,0,High,Low,Low,Low,0.0,Low
15,3,Medium,High,Medium,Low,37.67952988406084,Medium
7,2,Medium,Low,Low,High,29.291627998365346,Low
0,2,Medium,Low,Low,Medium,51.046795837851285,Medium
11,4,High,Low,Low,Medium,27.609050457891236,Low
4,2,High,Low,Low,Low,30.759604613623264,Medium
2,1,High,Medium,Low,Medium,48.85700136408108,Medium
0,0,High,Medium,Low,Low,30.75165931190941,Medium
3,1,Low,Low,Low,Low,53.08364138932241,Medium
7,1,Medium,Low,High,Low,22.06977439564862,Low
2,2,Medium,Low,Low,Low,36.936478606845114,Medium
9,1,Medium,Low,Medium,Low,13.351797526299332,Low
1,4,Medium,Medium,Medium,Low,58.597165874644524,Medium
10,1,Low,Low,Medium,Low,21.14977481843571,Low
9,2,Low,Medium,Low,Low,31.28314981757055,Medium
20,0,High,Low,High,Medium,24.11726344866974,Low
13,1,Medium,Low,High,Medium,26.235040222929495,Low
6,2,Low,Low,Low,High,53.815551147147936,Medium
1,2,Low,Low,Low,Low,45.94733271999481,Medium
8,5,Medium,High,Medium,Low,49.7844546358439,Medium
15,3,Medium,Low,High,High,55.56230355429,Medium
12,0,Medium,Low,Medium,Low,0.0,Low
8,1,Low,High,Medium,Medium,50.520989130194785,Medium
19,0,Low,Medium,Low,Low,30.972995482666793,Medium
3,2,Low,Low,Medium,Low,53.76958004135428,Medium
21,2,Medium,High,Low,Low,41.6108614307596,Medium
9,5,Low,Low,Medium,High,72.12280713842665,High
21,2,Low,Medium,Low,Low,41.149371062335575,Medium
11,2,Medium,Low,Low,Low,13.535075212196306,Low
16,3,High,Medium,Medium,Medium,37.453105336947615,Medium
13,5,Low,Medium,Medium,Medium,61.88184637220915,Medium
13,5,Medium,Low,Low,High,57.73006557025442,Medium
1,2,High,Medium,High,Low,50.32123365157096,Medium
20,1,High,Medium,Low,Medium,40.32949449031548,Medium
19,0,High,Medium,Medium,Low,24.592394651143195,Low
10,1,Medium,High,Medium,Low,20.91175693157783,Low
15,1,Low,Medium,Medium,Medium,54.55011574233567,Medium
18,1,Medium,Low,High,Low,9.758151802831799,Low
22,2,Medium,Medium,Low,Medium,58.637369251739436,Medium
5,2,Medium,Medium,Low,High,69.13909511419529,Medium
23,1,Medium,Low,Medium,Low,25.00066225636457,Low
18,1,Medium,Medium,Low,High,44.78300265012674,Medium
4,1,High,Medium,Low,Medium,47.27180479655274,Medium
3,2,Low,High,Medium,Medium,73.62952375594467,High
14,2,Low,Medium,Medium,High,55.71851871489606,Medium
3,1,Medium,Low,Medium,Low,41.7330352841748,Medium
19,3,Low,Medium,Low,High,81.09654058785733,High
9,2,Medium,Medium,Low,Low,25.690022418239266,Low
23,1,Low,High,Low,High,80.76112840925796,High
21,1,Medium,Medium,Medium,Low,31.726647784635727,Medium
2,1,Medium,High,Low,High,90.54512505875091,High
4,3,Low,Low,High,High,89.57751812267284,High
5,1,Low,Medium,Low,Medium,51.30231309089943,Medium
20,5,Low,Medium,High,Medium,83.06672283494404,High
21,1,Low,Low,Medium,Medium,46.343951875138245,Medium
7,3,Medium,Low,Low,Low,13.323486695926588,Low
6,5,Medium,Medium,Low,Low,50.26301099979195,Medium
20,1,Low,Medium,Low,Low,45.76627911679702,Medium
9,0,Medium,High,Medium,Medium,34.69761390828217,Medium
5,3,Low,High,Medium,Low,67.32622305272727,Medium
13,2,High,Low,Medium,Low,28.13712458368959,Low
3,0,Low,High,Medium,Low,50.1182811220882,Medium
12,0,High,Low,Medium,Low,2.2416548350679677,Low
19,2,Medium,Medium,Medium,Low,29.013964156156685,Low
16,1,Medium,Low,Low,Low,5.1560143923655755,Low
22,2,Medium,Low,High,Low,59.970125764276716,Medium
6,2,High,High,High,Medium,61.8817346383848,Medium
3,2,High,Low,High,Low,41.83843128356062,Medium
13,3,Medium,Medium,Low,High,48.90358789642387,Medium
2,2,Low,Low,High,Medium,66.36997170931895,Medium
23,1,High,Low,High,Low,28.987062562743112,Low
4,2,Low,Low,Medium,Low,44.82145146740706,Medium
15,2,High,Medium,Medium,Medium,38.972836217997354,Medium
22,2,Medium,Low,High,Low,49.13880167535155,Medium
19,4,High,Low,High,High,68.01102936495322,Medium
3,4,High,Medium,Medium,Low,52.72148987886183,Medium
23,0,Low,Low,Medium,Medium,58.35739780197621,Medium
23,3,Medium,Low,High,High,91.10721138238061,High
1,1,Low,High,Low,Medium,77.94808772002199,High
17,3,Low,Low,Low,High,58.656147227211385,Medium
18,3,Medium,Low,High,High,61.53259325955674,Medium
18,2,Low,Medium,High,High,73.80884211813567,High
16,2,Medium,Medium,High,High,58.91648435988205,Medium
13,1,High,Medium,Medium,Low,13.910756062864502,Low
18,2,Medium,High,Medium,Low,28.832797490755507,Low
21,0,Low,Low,High,Low,34.971739267574165,Medium
23,1,High,High,Low,High,70.98868852535034,High
12,2,High,High,High,Low,25.12469696678901,Low
11,1,Medium,High,Medium,Low,20.332448701199688,Low
5,2,Medium,Low,Low,Medium,38.75777452640057,Medium
20,2,High,High,Low,Low,29.328234874269043,Low
